year,state,party,perc_votes
1976,Alabama,DEMOCRAT,0.55727268884473935
1977,Alabama,DEMOCRAT,0.55727268884473935
1978,Alabama,DEMOCRAT,0.55727268884473935
1979,Alabama,DEMOCRAT,0.55727268884473935
1980,Alabama,REPUBLICAN,0.4875012016284021
1981,Alabama,REPUBLICAN,0.4875012016284021
1982,Alabama,REPUBLICAN,0.4875012016284021
1983,Alabama,REPUBLICAN,0.4875012016284021
1984,Alabama,REPUBLICAN,0.6054249354760621
1985,Alabama,REPUBLICAN,0.6054249354760621
1986,Alabama,REPUBLICAN,0.6054249354760621
1987,Alabama,REPUBLICAN,0.6054249354760621
1988,Alabama,REPUBLICAN,0.5916504893810266
1989,Alabama,REPUBLICAN,0.5916504893810266
1990,Alabama,REPUBLICAN,0.5916504893810266
1991,Alabama,REPUBLICAN,0.5916504893810266
1992,Alabama,REPUBLICAN,0.4764540359939813
1993,Alabama,REPUBLICAN,0.4764540359939813
1994,Alabama,REPUBLICAN,0.4764540359939813
1995,Alabama,REPUBLICAN,0.4764540359939813
1996,Alabama,REPUBLICAN,0.5012184320516389
1997,Alabama,REPUBLICAN,0.5012184320516389
1998,Alabama,REPUBLICAN,0.5012184320516389
1999,Alabama,REPUBLICAN,0.5012184320516389
2000,Alabama,REPUBLICAN,0.5648375535326765
2001,Alabama,REPUBLICAN,0.5648375535326765
2002,Alabama,REPUBLICAN,0.5648375535326765
2003,Alabama,REPUBLICAN,0.5648375535326765
2004,Alabama,REPUBLICAN,0.6246068975770077
2005,Alabama,REPUBLICAN,0.6246068975770077
2006,Alabama,REPUBLICAN,0.6246068975770077
2007,Alabama,REPUBLICAN,0.6246068975770077
2008,Alabama,REPUBLICAN,0.603169130291706
2009,Alabama,REPUBLICAN,0.603169130291706
2010,Alabama,REPUBLICAN,0.603169130291706
2011,Alabama,REPUBLICAN,0.603169130291706
2012,Alabama,REPUBLICAN,0.6054582232982282
2013,Alabama,REPUBLICAN,0.6054582232982282
2014,Alabama,REPUBLICAN,0.6054582232982282
2015,Alabama,REPUBLICAN,0.6054582232982282
2016,Alabama,REPUBLICAN,0.6208309236440906
2017,Alabama,REPUBLICAN,0.6208309236440906
2018,Alabama,REPUBLICAN,0.6208309236440906
2019,Alabama,REPUBLICAN,0.6208309236440906
2020,Alabama,REPUBLICAN,0.620316431668648
1976,Alaska,REPUBLICAN,0.5790457539611893
1977,Alaska,REPUBLICAN,0.5790457539611893
1978,Alaska,REPUBLICAN,0.5790457539611893
1979,Alaska,REPUBLICAN,0.5790457539611893
1980,Alaska,REPUBLICAN,0.5434819653507527
1981,Alaska,REPUBLICAN,0.5434819653507527
1982,Alaska,REPUBLICAN,0.5434819653507527
1983,Alaska,REPUBLICAN,0.5434819653507527
1984,Alaska,REPUBLICAN,0.666539823221984
1985,Alaska,REPUBLICAN,0.666539823221984
1986,Alaska,REPUBLICAN,0.666539823221984
1987,Alaska,REPUBLICAN,0.666539823221984
1988,Alaska,REPUBLICAN,0.595909372563913
1989,Alaska,REPUBLICAN,0.595909372563913
1990,Alaska,REPUBLICAN,0.595909372563913
1991,Alaska,REPUBLICAN,0.595909372563913
1992,Alaska,REPUBLICAN,0.3945749808515083
1993,Alaska,REPUBLICAN,0.3945749808515083
1994,Alaska,REPUBLICAN,0.3945749808515083
1995,Alaska,REPUBLICAN,0.3945749808515083
1996,Alaska,REPUBLICAN,0.5080125817399221
1997,Alaska,REPUBLICAN,0.5080125817399221
1998,Alaska,REPUBLICAN,0.5080125817399221
1999,Alaska,REPUBLICAN,0.5080125817399221
2000,Alaska,REPUBLICAN,0.5862095531587057
2001,Alaska,REPUBLICAN,0.5862095531587057
2002,Alaska,REPUBLICAN,0.5862095531587057
2003,Alaska,REPUBLICAN,0.5862095531587057
2004,Alaska,REPUBLICAN,0.6106532991253942
2005,Alaska,REPUBLICAN,0.6106532991253942
2006,Alaska,REPUBLICAN,0.6106532991253942
2007,Alaska,REPUBLICAN,0.6106532991253942
2008,Alaska,REPUBLICAN,0.5942451953880631
2009,Alaska,REPUBLICAN,0.5942451953880631
2010,Alaska,REPUBLICAN,0.5942451953880631
2011,Alaska,REPUBLICAN,0.5942451953880631
2012,Alaska,REPUBLICAN,0.5480157739729447
2013,Alaska,REPUBLICAN,0.5480157739729447
2014,Alaska,REPUBLICAN,0.5480157739729447
2015,Alaska,REPUBLICAN,0.5480157739729447
2016,Alaska,REPUBLICAN,0.5128151207753728
2017,Alaska,REPUBLICAN,0.5128151207753728
2018,Alaska,REPUBLICAN,0.5128151207753728
2019,Alaska,REPUBLICAN,0.5128151207753728
2020,Alaska,REPUBLICAN,0.5283314327038078
1976,Arizona,REPUBLICAN,0.5636613577948053
1977,Arizona,REPUBLICAN,0.5636613577948053
1978,Arizona,REPUBLICAN,0.5636613577948053
1979,Arizona,REPUBLICAN,0.5636613577948053
1980,Arizona,REPUBLICAN,0.6060884838290739
1981,Arizona,REPUBLICAN,0.6060884838290739
1982,Arizona,REPUBLICAN,0.6060884838290739
1983,Arizona,REPUBLICAN,0.6060884838290739
1984,Arizona,REPUBLICAN,0.6642148285841561
1985,Arizona,REPUBLICAN,0.6642148285841561
1986,Arizona,REPUBLICAN,0.6642148285841561
1987,Arizona,REPUBLICAN,0.6642148285841561
1988,Arizona,REPUBLICAN,0.5995026764845679
1989,Arizona,REPUBLICAN,0.5995026764845679
1990,Arizona,REPUBLICAN,0.5995026764845679
1991,Arizona,REPUBLICAN,0.5995026764845679
1992,Arizona,REPUBLICAN,0.38473141781132836
1993,Arizona,REPUBLICAN,0.38473141781132836
1994,Arizona,REPUBLICAN,0.38473141781132836
1995,Arizona,REPUBLICAN,0.38473141781132836
1996,Arizona,DEMOCRAT,0.4651706594607681
1997,Arizona,DEMOCRAT,0.4651706594607681
1998,Arizona,DEMOCRAT,0.4651706594607681
1999,Arizona,DEMOCRAT,0.4651706594607681
2000,Arizona,REPUBLICAN,0.5102113816043696
2001,Arizona,REPUBLICAN,0.5102113816043696
2002,Arizona,REPUBLICAN,0.5102113816043696
2003,Arizona,REPUBLICAN,0.5102113816043696
2004,Arizona,REPUBLICAN,0.5486943408601376
2005,Arizona,REPUBLICAN,0.5486943408601376
2006,Arizona,REPUBLICAN,0.5486943408601376
2007,Arizona,REPUBLICAN,0.5486943408601376
2008,Arizona,REPUBLICAN,0.5363524782262724
2009,Arizona,REPUBLICAN,0.5363524782262724
2010,Arizona,REPUBLICAN,0.5363524782262724
2011,Arizona,REPUBLICAN,0.5363524782262724
2012,Arizona,REPUBLICAN,0.536545331659747
2013,Arizona,REPUBLICAN,0.536545331659747
2014,Arizona,REPUBLICAN,0.536545331659747
2015,Arizona,REPUBLICAN,0.536545331659747
2016,Arizona,REPUBLICAN,0.4867161647232105
2017,Arizona,REPUBLICAN,0.4867161647232105
2018,Arizona,REPUBLICAN,0.4867161647232105
2019,Arizona,REPUBLICAN,0.4867161647232105
2020,Arizona,DEMOCRAT,0.49364690614366613
1976,Arkansas,DEMOCRAT,0.6496172812966184
1977,Arkansas,DEMOCRAT,0.6496172812966184
1978,Arkansas,DEMOCRAT,0.6496172812966184
1979,Arkansas,DEMOCRAT,0.6496172812966184
1980,Arkansas,REPUBLICAN,0.4813427222648051
1981,Arkansas,REPUBLICAN,0.4813427222648051
1982,Arkansas,REPUBLICAN,0.4813427222648051
1983,Arkansas,REPUBLICAN,0.4813427222648051
1984,Arkansas,REPUBLICAN,0.6046702532547269
1985,Arkansas,REPUBLICAN,0.6046702532547269
1986,Arkansas,REPUBLICAN,0.6046702532547269
1987,Arkansas,REPUBLICAN,0.6046702532547269
1988,Arkansas,REPUBLICAN,0.563678361993771
1989,Arkansas,REPUBLICAN,0.563678361993771
1990,Arkansas,REPUBLICAN,0.563678361993771
1991,Arkansas,REPUBLICAN,0.563678361993771
1992,Arkansas,DEMOCRAT,0.5320795284925204
1993,Arkansas,DEMOCRAT,0.5320795284925204
1994,Arkansas,DEMOCRAT,0.5320795284925204
1995,Arkansas,DEMOCRAT,0.5320795284925204
1996,Arkansas,DEMOCRAT,0.5373644915194817
1997,Arkansas,DEMOCRAT,0.5373644915194817
1998,Arkansas,DEMOCRAT,0.5373644915194817
1999,Arkansas,DEMOCRAT,0.5373644915194817
2000,Arkansas,REPUBLICAN,0.5130719769663293
2001,Arkansas,REPUBLICAN,0.5130719769663293
2002,Arkansas,REPUBLICAN,0.5130719769663293
2003,Arkansas,REPUBLICAN,0.5130719769663293
2004,Arkansas,REPUBLICAN,0.5430595907843537
2005,Arkansas,REPUBLICAN,0.5430595907843537
2006,Arkansas,REPUBLICAN,0.5430595907843537
2007,Arkansas,REPUBLICAN,0.5430595907843537
2008,Arkansas,REPUBLICAN,0.5871590449992959
2009,Arkansas,REPUBLICAN,0.5871590449992959
2010,Arkansas,REPUBLICAN,0.5871590449992959
2011,Arkansas,REPUBLICAN,0.5871590449992959
2012,Arkansas,REPUBLICAN,0.6056693608410911
2013,Arkansas,REPUBLICAN,0.6056693608410911
2014,Arkansas,REPUBLICAN,0.6056693608410911
2015,Arkansas,REPUBLICAN,0.6056693608410911
2016,Arkansas,REPUBLICAN,0.6057410216382829
2017,Arkansas,REPUBLICAN,0.6057410216382829
2018,Arkansas,REPUBLICAN,0.6057410216382829
2019,Arkansas,REPUBLICAN,0.6057410216382829
2020,Arkansas,REPUBLICAN,0.6239572985614432
1976,California,REPUBLICAN,0.4974831395594693
1977,California,REPUBLICAN,0.4974831395594693
1978,California,REPUBLICAN,0.4974831395594693
1979,California,REPUBLICAN,0.4974831395594693
1980,California,REPUBLICAN,0.5269750288304541
1981,California,REPUBLICAN,0.5269750288304541
1982,California,REPUBLICAN,0.5269750288304541
1983,California,REPUBLICAN,0.5269750288304541
1984,California,REPUBLICAN,0.5751694285169312
1985,California,REPUBLICAN,0.5751694285169312
1986,California,REPUBLICAN,0.5751694285169312
1987,California,REPUBLICAN,0.5751694285169312
1988,California,REPUBLICAN,0.5112656789451673
1989,California,REPUBLICAN,0.5112656789451673
1990,California,REPUBLICAN,0.5112656789451673
1991,California,REPUBLICAN,0.5112656789451673
1992,California,DEMOCRAT,0.46006587840280944
1993,California,DEMOCRAT,0.46006587840280944
1994,California,DEMOCRAT,0.46006587840280944
1995,California,DEMOCRAT,0.46006587840280944
1996,California,DEMOCRAT,0.5109886561852729
1997,California,DEMOCRAT,0.5109886561852729
1998,California,DEMOCRAT,0.5109886561852729
1999,California,DEMOCRAT,0.5109886561852729
2000,California,DEMOCRAT,0.5344973682775446
2001,California,DEMOCRAT,0.5344973682775446
2002,California,DEMOCRAT,0.5344973682775446
2003,California,DEMOCRAT,0.5344973682775446
2004,California,DEMOCRAT,0.5430555753467436
2005,California,DEMOCRAT,0.5430555753467436
2006,California,DEMOCRAT,0.5430555753467436
2007,California,DEMOCRAT,0.5430555753467436
2008,California,DEMOCRAT,0.6101263834713425
2009,California,DEMOCRAT,0.6101263834713425
2010,California,DEMOCRAT,0.6101263834713425
2011,California,DEMOCRAT,0.6101263834713425
2012,California,DEMOCRAT,0.6023895914168964
2013,California,DEMOCRAT,0.6023895914168964
2014,California,DEMOCRAT,0.6023895914168964
2015,California,DEMOCRAT,0.6023895914168964
2016,California,DEMOCRAT,0.6172639960455788
2017,California,DEMOCRAT,0.6172639960455788
2018,California,DEMOCRAT,0.6172639960455788
2019,California,DEMOCRAT,0.6172639960455788
2020,California,DEMOCRAT,0.6348394689387351
1976,Colorado,REPUBLICAN,0.5402777777777777
1977,Colorado,REPUBLICAN,0.5402777777777777
1978,Colorado,REPUBLICAN,0.5402777777777777
1979,Colorado,REPUBLICAN,0.5402777777777777
1980,Colorado,REPUBLICAN,0.5506893494871037
1981,Colorado,REPUBLICAN,0.5506893494871037
1982,Colorado,REPUBLICAN,0.5506893494871037
1983,Colorado,REPUBLICAN,0.5506893494871037
1984,Colorado,REPUBLICAN,0.6344215596967685
1985,Colorado,REPUBLICAN,0.6344215596967685
1986,Colorado,REPUBLICAN,0.6344215596967685
1987,Colorado,REPUBLICAN,0.6344215596967685
1988,Colorado,REPUBLICAN,0.5305888833673129
1989,Colorado,REPUBLICAN,0.5305888833673129
1990,Colorado,REPUBLICAN,0.5305888833673129
1991,Colorado,REPUBLICAN,0.5305888833673129
1992,Colorado,DEMOCRAT,0.40128028651907366
1993,Colorado,DEMOCRAT,0.40128028651907366
1994,Colorado,DEMOCRAT,0.40128028651907366
1995,Colorado,DEMOCRAT,0.40128028651907366
1996,Colorado,REPUBLICAN,0.457964575409313
1997,Colorado,REPUBLICAN,0.457964575409313
1998,Colorado,REPUBLICAN,0.457964575409313
1999,Colorado,REPUBLICAN,0.457964575409313
2000,Colorado,REPUBLICAN,0.507502147736722
2001,Colorado,REPUBLICAN,0.507502147736722
2002,Colorado,REPUBLICAN,0.507502147736722
2003,Colorado,REPUBLICAN,0.507502147736722
2004,Colorado,REPUBLICAN,0.5171109535459211
2005,Colorado,REPUBLICAN,0.5171109535459211
2006,Colorado,REPUBLICAN,0.5171109535459211
2007,Colorado,REPUBLICAN,0.5171109535459211
2008,Colorado,DEMOCRAT,0.5366023684069159
2009,Colorado,DEMOCRAT,0.5366023684069159
2010,Colorado,DEMOCRAT,0.5366023684069159
2011,Colorado,DEMOCRAT,0.5366023684069159
2012,Colorado,DEMOCRAT,0.5149222655161517
2013,Colorado,DEMOCRAT,0.5149222655161517
2014,Colorado,DEMOCRAT,0.5149222655161517
2015,Colorado,DEMOCRAT,0.5149222655161517
2016,Colorado,DEMOCRAT,0.48156980382847403
2017,Colorado,DEMOCRAT,0.48156980382847403
2018,Colorado,DEMOCRAT,0.48156980382847403
2019,Colorado,DEMOCRAT,0.48156980382847403
2020,Colorado,DEMOCRAT,0.5501106714065329
1976,Connecticut,REPUBLICAN,0.5188144450735923
1977,Connecticut,REPUBLICAN,0.5188144450735923
1978,Connecticut,REPUBLICAN,0.5188144450735923
1979,Connecticut,REPUBLICAN,0.5188144450735923
1980,Connecticut,REPUBLICAN,0.4815595700729226
1981,Connecticut,REPUBLICAN,0.4815595700729226
1982,Connecticut,REPUBLICAN,0.4815595700729226
1983,Connecticut,REPUBLICAN,0.4815595700729226
1984,Connecticut,REPUBLICAN,0.6073195173495126
1985,Connecticut,REPUBLICAN,0.6073195173495126
1986,Connecticut,REPUBLICAN,0.6073195173495126
1987,Connecticut,REPUBLICAN,0.6073195173495126
1988,Connecticut,REPUBLICAN,0.5197756122029051
1989,Connecticut,REPUBLICAN,0.5197756122029051
1990,Connecticut,REPUBLICAN,0.5197756122029051
1991,Connecticut,REPUBLICAN,0.5197756122029051
1992,Connecticut,DEMOCRAT,0.42218572959541034
1993,Connecticut,DEMOCRAT,0.42218572959541034
1994,Connecticut,DEMOCRAT,0.42218572959541034
1995,Connecticut,DEMOCRAT,0.42218572959541034
1996,Connecticut,DEMOCRAT,0.5283158147196567
1997,Connecticut,DEMOCRAT,0.5283158147196567
1998,Connecticut,DEMOCRAT,0.5283158147196567
1999,Connecticut,DEMOCRAT,0.5283158147196567
2000,Connecticut,DEMOCRAT,0.5590962813244035
2001,Connecticut,DEMOCRAT,0.5590962813244035
2002,Connecticut,DEMOCRAT,0.5590962813244035
2003,Connecticut,DEMOCRAT,0.5590962813244035
2004,Connecticut,DEMOCRAT,0.543137089719902
2005,Connecticut,DEMOCRAT,0.543137089719902
2006,Connecticut,DEMOCRAT,0.543137089719902
2007,Connecticut,DEMOCRAT,0.543137089719902
2008,Connecticut,DEMOCRAT,0.6058882967612181
2009,Connecticut,DEMOCRAT,0.6058882967612181
2010,Connecticut,DEMOCRAT,0.6058882967612181
2011,Connecticut,DEMOCRAT,0.6058882967612181
2012,Connecticut,DEMOCRAT,0.5808501325885442
2013,Connecticut,DEMOCRAT,0.5808501325885442
2014,Connecticut,DEMOCRAT,0.5808501325885442
2015,Connecticut,DEMOCRAT,0.5808501325885442
2016,Connecticut,DEMOCRAT,0.5456630109670987
2017,Connecticut,DEMOCRAT,0.5456630109670987
2018,Connecticut,DEMOCRAT,0.5456630109670987
2019,Connecticut,DEMOCRAT,0.5456630109670987
2020,Connecticut,DEMOCRAT,0.5926073151568352
1976,Delaware,DEMOCRAT,0.5196908870235357
1977,Delaware,DEMOCRAT,0.5196908870235357
1978,Delaware,DEMOCRAT,0.5196908870235357
1979,Delaware,DEMOCRAT,0.5196908870235357
1980,Delaware,REPUBLICAN,0.47207087937267683
1981,Delaware,REPUBLICAN,0.47207087937267683
1982,Delaware,REPUBLICAN,0.47207087937267683
1983,Delaware,REPUBLICAN,0.47207087937267683
1984,Delaware,REPUBLICAN,0.5978269409047342
1985,Delaware,REPUBLICAN,0.5978269409047342
1986,Delaware,REPUBLICAN,0.5978269409047342
1987,Delaware,REPUBLICAN,0.5978269409047342
1988,Delaware,REPUBLICAN,0.5587996366415757
1989,Delaware,REPUBLICAN,0.5587996366415757
1990,Delaware,REPUBLICAN,0.5587996366415757
1991,Delaware,REPUBLICAN,0.5587996366415757
1992,Delaware,DEMOCRAT,0.43523927905531384
1993,Delaware,DEMOCRAT,0.43523927905531384
1994,Delaware,DEMOCRAT,0.43523927905531384
1995,Delaware,DEMOCRAT,0.43523927905531384
1996,Delaware,DEMOCRAT,0.518278497839814
1997,Delaware,DEMOCRAT,0.518278497839814
1998,Delaware,DEMOCRAT,0.518278497839814
1999,Delaware,DEMOCRAT,0.518278497839814
2000,Delaware,DEMOCRAT,0.5497772716309091
2001,Delaware,DEMOCRAT,0.5497772716309091
2002,Delaware,DEMOCRAT,0.5497772716309091
2003,Delaware,DEMOCRAT,0.5497772716309091
2004,Delaware,DEMOCRAT,0.5334683760228152
2005,Delaware,DEMOCRAT,0.5334683760228152
2006,Delaware,DEMOCRAT,0.5334683760228152
2007,Delaware,DEMOCRAT,0.5334683760228152
2008,Delaware,DEMOCRAT,0.6194266898150393
2009,Delaware,DEMOCRAT,0.6194266898150393
2010,Delaware,DEMOCRAT,0.6194266898150393
2011,Delaware,DEMOCRAT,0.6194266898150393
2012,Delaware,DEMOCRAT,0.5861074198458528
2013,Delaware,DEMOCRAT,0.5861074198458528
2014,Delaware,DEMOCRAT,0.5861074198458528
2015,Delaware,DEMOCRAT,0.5861074198458528
2016,Delaware,DEMOCRAT,0.5335333680563419
2017,Delaware,DEMOCRAT,0.5335333680563419
2018,Delaware,DEMOCRAT,0.5335333680563419
2019,Delaware,DEMOCRAT,0.5335333680563419
2020,Delaware,DEMOCRAT,0.5874300579364167
1976,Florida,DEMOCRAT,0.5192610623078361
1977,Florida,DEMOCRAT,0.5192610623078361
1978,Florida,DEMOCRAT,0.5192610623078361
1979,Florida,DEMOCRAT,0.5192610623078361
1980,Florida,REPUBLICAN,0.5551916270650328
1981,Florida,REPUBLICAN,0.5551916270650328
1982,Florida,REPUBLICAN,0.5551916270650328
1983,Florida,REPUBLICAN,0.5551916270650328
1984,Florida,REPUBLICAN,0.653185810412361
1985,Florida,REPUBLICAN,0.653185810412361
1986,Florida,REPUBLICAN,0.653185810412361
1987,Florida,REPUBLICAN,0.653185810412361
1988,Florida,REPUBLICAN,0.6087155908926198
1989,Florida,REPUBLICAN,0.6087155908926198
1990,Florida,REPUBLICAN,0.6087155908926198
1991,Florida,REPUBLICAN,0.6087155908926198
1992,Florida,REPUBLICAN,0.4090249693604387
1993,Florida,REPUBLICAN,0.4090249693604387
1994,Florida,REPUBLICAN,0.4090249693604387
1995,Florida,REPUBLICAN,0.4090249693604387
1996,Florida,DEMOCRAT,0.4802557119781926
1997,Florida,DEMOCRAT,0.4802557119781926
1998,Florida,DEMOCRAT,0.4802557119781926
1999,Florida,DEMOCRAT,0.4802557119781926
2000,Florida,REPUBLICAN,0.4884682657204043
2001,Florida,REPUBLICAN,0.4884682657204043
2002,Florida,REPUBLICAN,0.4884682657204043
2003,Florida,REPUBLICAN,0.4884682657204043
2004,Florida,REPUBLICAN,0.5209751623233695
2005,Florida,REPUBLICAN,0.5209751623233695
2006,Florida,REPUBLICAN,0.5209751623233695
2007,Florida,REPUBLICAN,0.5209751623233695
2008,Florida,DEMOCRAT,0.5103330527066491
2009,Florida,DEMOCRAT,0.5103330527066491
2010,Florida,DEMOCRAT,0.5103330527066491
2011,Florida,DEMOCRAT,0.5103330527066491
2012,Florida,DEMOCRAT,0.5000786506869869
2013,Florida,DEMOCRAT,0.5000786506869869
2014,Florida,DEMOCRAT,0.5000786506869869
2015,Florida,DEMOCRAT,0.5000786506869869
2016,Florida,REPUBLICAN,0.49021941416590736
2017,Florida,REPUBLICAN,0.49021941416590736
2018,Florida,REPUBLICAN,0.49021941416590736
2019,Florida,REPUBLICAN,0.49021941416590736
2020,Florida,REPUBLICAN,0.5121981962250404
1976,Georgia,DEMOCRAT,0.6693829485931742
1977,Georgia,DEMOCRAT,0.6693829485931742
1978,Georgia,DEMOCRAT,0.6693829485931742
1979,Georgia,DEMOCRAT,0.6693829485931742
1980,Georgia,DEMOCRAT,0.5579610534786652
1981,Georgia,DEMOCRAT,0.5579610534786652
1982,Georgia,DEMOCRAT,0.5579610534786652
1983,Georgia,DEMOCRAT,0.5579610534786652
1984,Georgia,REPUBLICAN,0.6017229856601785
1985,Georgia,REPUBLICAN,0.6017229856601785
1986,Georgia,REPUBLICAN,0.6017229856601785
1987,Georgia,REPUBLICAN,0.6017229856601785
1988,Georgia,REPUBLICAN,0.5975287234371753
1989,Georgia,REPUBLICAN,0.5975287234371753
1990,Georgia,REPUBLICAN,0.5975287234371753
1991,Georgia,REPUBLICAN,0.5975287234371753
1992,Georgia,DEMOCRAT,0.4346868533599755
1993,Georgia,DEMOCRAT,0.4346868533599755
1994,Georgia,DEMOCRAT,0.4346868533599755
1995,Georgia,DEMOCRAT,0.4346868533599755
1996,Georgia,REPUBLICAN,0.4701568011469838
1997,Georgia,REPUBLICAN,0.4701568011469838
1998,Georgia,REPUBLICAN,0.4701568011469838
1999,Georgia,REPUBLICAN,0.4701568011469838
2000,Georgia,REPUBLICAN,0.5495956965137921
2001,Georgia,REPUBLICAN,0.5495956965137921
2002,Georgia,REPUBLICAN,0.5495956965137921
2003,Georgia,REPUBLICAN,0.5495956965137921
2004,Georgia,REPUBLICAN,0.5797475676698846
2005,Georgia,REPUBLICAN,0.5797475676698846
2006,Georgia,REPUBLICAN,0.5797475676698846
2007,Georgia,REPUBLICAN,0.5797475676698846
2008,Georgia,REPUBLICAN,0.5220451799292952
2009,Georgia,REPUBLICAN,0.5220451799292952
2010,Georgia,REPUBLICAN,0.5220451799292952
2011,Georgia,REPUBLICAN,0.5220451799292952
2012,Georgia,REPUBLICAN,0.5332924217752452
2013,Georgia,REPUBLICAN,0.5332924217752452
2014,Georgia,REPUBLICAN,0.5332924217752452
2015,Georgia,REPUBLICAN,0.5332924217752452
2016,Georgia,REPUBLICAN,0.50771326054771
2017,Georgia,REPUBLICAN,0.50771326054771
2018,Georgia,REPUBLICAN,0.50771326054771
2019,Georgia,REPUBLICAN,0.50771326054771
2020,Georgia,DEMOCRAT,0.49473055784446274
1976,Hawaii,DEMOCRAT,0.5059199934088795
1977,Hawaii,DEMOCRAT,0.5059199934088795
1978,Hawaii,DEMOCRAT,0.5059199934088795
1979,Hawaii,DEMOCRAT,0.5059199934088795
1980,Hawaii,DEMOCRAT,0.4480211812573569
1981,Hawaii,DEMOCRAT,0.4480211812573569
1982,Hawaii,DEMOCRAT,0.4480211812573569
1983,Hawaii,DEMOCRAT,0.4480211812573569
1984,Hawaii,REPUBLICAN,0.5509965877217534
1985,Hawaii,REPUBLICAN,0.5509965877217534
1986,Hawaii,REPUBLICAN,0.5509965877217534
1987,Hawaii,REPUBLICAN,0.5509965877217534
1988,Hawaii,DEMOCRAT,0.5426944007944456
1989,Hawaii,DEMOCRAT,0.5426944007944456
1990,Hawaii,DEMOCRAT,0.5426944007944456
1991,Hawaii,DEMOCRAT,0.5426944007944456
1992,Hawaii,DEMOCRAT,0.48092757790163126
1993,Hawaii,DEMOCRAT,0.48092757790163126
1994,Hawaii,DEMOCRAT,0.48092757790163126
1995,Hawaii,DEMOCRAT,0.48092757790163126
1996,Hawaii,DEMOCRAT,0.5692880151060757
1997,Hawaii,DEMOCRAT,0.5692880151060757
1998,Hawaii,DEMOCRAT,0.5692880151060757
1999,Hawaii,DEMOCRAT,0.5692880151060757
2000,Hawaii,DEMOCRAT,0.5579166791230354
2001,Hawaii,DEMOCRAT,0.5579166791230354
2002,Hawaii,DEMOCRAT,0.5579166791230354
2003,Hawaii,DEMOCRAT,0.5579166791230354
2004,Hawaii,DEMOCRAT,0.5400955215809311
2005,Hawaii,DEMOCRAT,0.5400955215809311
2006,Hawaii,DEMOCRAT,0.5400955215809311
2007,Hawaii,DEMOCRAT,0.5400955215809311
2008,Hawaii,DEMOCRAT,0.7145291011787819
2009,Hawaii,DEMOCRAT,0.7145291011787819
2010,Hawaii,DEMOCRAT,0.7145291011787819
2011,Hawaii,DEMOCRAT,0.7145291011787819
2012,Hawaii,DEMOCRAT,0.7014793244563191
2013,Hawaii,DEMOCRAT,0.7014793244563191
2014,Hawaii,DEMOCRAT,0.7014793244563191
2015,Hawaii,DEMOCRAT,0.7014793244563191
2016,Hawaii,DEMOCRAT,0.6098079805512905
2017,Hawaii,DEMOCRAT,0.6098079805512905
2018,Hawaii,DEMOCRAT,0.6098079805512905
2019,Hawaii,DEMOCRAT,0.6098079805512905
2020,Hawaii,DEMOCRAT,0.6314937976901742
1976,Idaho,REPUBLICAN,0.5988026937923104
1977,Idaho,REPUBLICAN,0.5988026937923104
1978,Idaho,REPUBLICAN,0.5988026937923104
1979,Idaho,REPUBLICAN,0.5988026937923104
1980,Idaho,REPUBLICAN,0.6645596676961624
1981,Idaho,REPUBLICAN,0.6645596676961624
1982,Idaho,REPUBLICAN,0.6645596676961624
1983,Idaho,REPUBLICAN,0.6645596676961624
1984,Idaho,REPUBLICAN,0.723646702858366
1985,Idaho,REPUBLICAN,0.723646702858366
1986,Idaho,REPUBLICAN,0.723646702858366
1987,Idaho,REPUBLICAN,0.723646702858366
1988,Idaho,REPUBLICAN,0.6207845112576045
1989,Idaho,REPUBLICAN,0.6207845112576045
1990,Idaho,REPUBLICAN,0.6207845112576045
1991,Idaho,REPUBLICAN,0.6207845112576045
1992,Idaho,REPUBLICAN,0.4203258980241188
1993,Idaho,REPUBLICAN,0.4203258980241188
1994,Idaho,REPUBLICAN,0.4203258980241188
1995,Idaho,REPUBLICAN,0.4203258980241188
1996,Idaho,REPUBLICAN,0.521841081448249
1997,Idaho,REPUBLICAN,0.521841081448249
1998,Idaho,REPUBLICAN,0.521841081448249
1999,Idaho,REPUBLICAN,0.521841081448249
2000,Idaho,REPUBLICAN,0.6717043948047806
2001,Idaho,REPUBLICAN,0.6717043948047806
2002,Idaho,REPUBLICAN,0.6717043948047806
2003,Idaho,REPUBLICAN,0.6717043948047806
2004,Idaho,REPUBLICAN,0.6839094482399026
2005,Idaho,REPUBLICAN,0.6839094482399026
2006,Idaho,REPUBLICAN,0.6839094482399026
2007,Idaho,REPUBLICAN,0.6839094482399026
2008,Idaho,REPUBLICAN,0.6151709147303861
2009,Idaho,REPUBLICAN,0.6151709147303861
2010,Idaho,REPUBLICAN,0.6151709147303861
2011,Idaho,REPUBLICAN,0.6151709147303861
2012,Idaho,REPUBLICAN,0.6452978349589283
2013,Idaho,REPUBLICAN,0.6452978349589283
2014,Idaho,REPUBLICAN,0.6452978349589283
2015,Idaho,REPUBLICAN,0.6452978349589283
2016,Idaho,REPUBLICAN,0.5926143236919689
2017,Idaho,REPUBLICAN,0.5926143236919689
2018,Idaho,REPUBLICAN,0.5926143236919689
2019,Idaho,REPUBLICAN,0.5926143236919689
2020,Idaho,REPUBLICAN,0.6383756483190364
1976,Illinois,REPUBLICAN,0.5007684353529401
